BEGIN
                name                 |   str   
 Robinson Lavinanza                  |    6.90
 Moises Carasquillo Jr               |    6.89
 Heath Ellis                         |    6.89
 Robert Laki                         |    6.89
 Waidi Usman                         |    6.88
 Michael Rooney                      |    6.88
 Victor Manuel Juarez                |    6.88
 Jose Carlos Vargas                  |    6.88
 Roberto Pulido                      |    6.88
 Tadeu Almeida Pantoja               |    6.88
 Martin Cardona                      |    6.87
 Benito Pascual Dominguez            |    6.87
 Brian Romero                        |    6.87
 Eli Addison                         |    6.86
 Leon McKenzie                       |    6.86
 Tonko Nakagawa                      |    6.85
 Christopher Degollado               |    6.85
 Mustafa Humaidi                     |    6.85
 Ismael Urieta                       |    6.84
 Petar Maukovic                      |    6.84
 Anthony Karperis                    |    6.84
 Anouar Boumejjane                   |    6.84
 Ante Verunica                       |    6.84
 Guillermo Sanchez                   |    6.84
 Woo Min Won                         |    6.84
 Renald Garrido                      |    6.83
 Nuiata Ebb                          |    6.83
 Lucas Rafael Baez                   |    6.83
 Boniface Kabore                     |    6.83
 Bruno Checcaglini                   |    6.83
 Yuji Itani                          |    6.82
 JJ McDonagh                         |    6.82
 Noko Takagi                         |    6.82
 Manuel Eastman                      |    6.82
 Mirco Martin                        |    6.82
 Humberto Morales                    |    6.82
 Franko Valenzuela                   |    6.81
 Miree Coleman                       |    6.81
 Alexander Podolsky                  |    6.81
 Martin Welsh                        |    6.81
 Astrando Arduin                     |    6.81
 Josh Kennedy                        |    6.80
 Gerardo Robles                      |    6.80
 Wesley Triplett                     |    6.80
 Jessie Wilcox                       |    6.80
 Luka Pupek                          |    6.80
 Leonardo Vicente Fernandez          |    6.80
 Dashon Johnson                      |    6.80
 Sergio Prado                        |    6.80
 Maxim Shulgin                       |    6.80
 Agali Alishov                       |    6.80
 Raul Esquer                         |    6.80
 Anatoli Muratov                     |    6.79
 Daniel Wanyonyi                     |    6.79
 Yohei Fukui                         |    6.78
 Luis Alejandro Tejerina             |    6.77
 Adrian Verdugo                      |    6.77
 Terron Grant                        |    6.77
 Misael Marro Guerrero               |    6.77
 Byodoin Tokuoka                     |    6.77
 Edixon Perez                        |    6.76
 Noe Bolanos                         |    6.76
 Leo Pla                             |    6.76
 Martin Tecuapetla                   |    6.76
 Jose Calyecac                       |    6.75
 Juan Guzman                         |    6.75
 Fabiano Pena                        |    6.74
 Darius Skop                         |    6.74
 Kirk Garvey                         |    6.74
 Miguel Martinez                     |    6.74
 Hideyuki Watanabe                   |    6.73
 Ernesto Delgadillo                  |    6.73
 Andrei Abramenka                    |    6.72
 Anthony Flores                      |    6.72
 Tsiko Mulovhedzi                    |    6.71
 Mada Maugo                          |    6.71
 RJ Laase                            |    6.71
 Junior Granados                     |    6.71
 Ryoji Suzuki                        |    6.71
 Biola Kudus                         |    6.70
 Ishmael Tetteh                      |    6.70
 Ivan Jukic                          |    6.70
 Rene Santiago                       |    6.70
 Lee Appleyard                       |    6.70
 Vyacheslav Mirzaev                  |    6.70
 Marco Martini                       |    6.70
 Karihi Tehei                        |    6.70
 Jonathan Valero                     |    6.69
 Joe Haynes                          |    6.69
 Jaipetch Chaiyonggym                |    6.68
 James Witt                          |    6.68
 Carlos Martin                       |    6.68
 Alexey Stakanchikov                 |    6.67
 Humberto Martinez                   |    6.67
 Michael Williams                    |    6.67
 Gergely Kiss                        |    6.67
 Jenny Boy Buca                      |    6.67
 Bakari Magona                       |    6.66
 Mason Cartwright                    |    6.66
 Yannick Dehez                       |    6.66
 Change Hamashima                    |    6.66
 Ytalo Perea                         |    6.66
 Kyle Yousaf                         |    6.66
 Daniel Perales                      |    6.66
 Amin Sor Wangmoo                    |    6.65
 KeAndrae Leatherwood                |    6.65
 Roody Pierre-Paul                   |    6.65
 Manuel Gallegos                     |    6.65
 Dumisani Tose                       |    6.65
 Billy Mullan                        |    6.64
 Takaaki Ishikawa                    |    6.64
 Manolo Estrada                      |    6.63
 Varol Vekiloglu                     |    6.63
 Faisal Fittini                      |    6.63
 Omar Salado                         |    6.63
 Fabio Garrido                       |    6.63
 Nathaniel Sanchez                   |    6.63
 Eric Reza                           |    6.63
 Vergil Puton                        |    6.62
 Luis Castro                         |    6.62
 Grayson Blake                       |    6.62
 Benezer Alolod                      |    6.62
 Rafael Cobos                        |    6.62
 Shota Chinen                        |    6.62
 Samson Khumalo                      |    6.61
 Lorenzo Di Giacomo                  |    6.61
 Nicolas Federico Correa             |    6.61
 Mustafa Savran                      |    6.61
 Emilio Marcos Borda                 |    6.60
 Manuel Gonzalez Garcia              |    6.60
 Danilo Moises Solis                 |    6.60
 Gregory Louyest                     |    6.60
 Uriel Salinas                       |    6.59
 Marat Khuzeev                       |    6.59
 Peter Oluoch                        |    6.59
 Marcos Forestal                     |    6.58
 Noah Zuhdi                          |    6.58
 Patryk Brzeski                      |    6.58
 Joseph Von Minoza                   |    6.58
 Kenny Galarza                       |    6.57
 David Gonzalez                      |    6.57
 Kamil Sokolowski                    |    6.57
 Erickson Martell                    |    6.57
 Joshua Harris                       |    6.57
 Leonardo Forte                      |    6.56
 Danny Bharj                         |    6.56
 Diego Sebastian Baez                |    6.56
 Andrew Mackay                       |    6.56
 Daniel Noriega                      |    6.55
 Charles Ellis                       |    6.55
 Carlos Ortiz                        |    6.55
 Falani Tavu'i                       |    6.55
 Mohamed El Achi                     |    6.54
 Donovan Luff                        |    6.54
 Kassimu Gamboo                      |    6.53
 Felix Oscar Orozco                  |    6.53
 Sergio Ramirez                      |    6.53
 Jorge Munoz Jr                      |    6.53
 Jose Salinas                        |    6.53
 Frankie Borg                        |    6.53
 Marlon Arcilla                      |    6.52
 Dmitry Zagrebin                     |    6.52
 Alex Rangel                         |    6.51
 Edgar Ortega                        |    6.51
 Marco Siciliano                     |    6.51
 Sebastian Jolfren                   |    6.51
 Cedric Bellais                      |    6.51
 Orlen Padilla                       |    6.51
