BEGIN
                name                 |   str   
 Luis Noriega                        |    1.54
 Yuta Fukushima                      |    1.54
 Dadilson Dos Santos                 |    1.54
 Mike Sawyer                         |    1.54
 Rodrigo Quinteros Oliveira          |    1.54
 Piotr Bis                           |    1.53
 Irving Zamora                       |    1.53
 Jaime Hernandez                     |    1.53
 Adnan Zilic                         |    1.53
 Jamie Williams                      |    1.53
 Oscar Hernandez                     |    1.53
 Bongani Siwisa                      |    1.53
 Alexander Picot                     |    1.53
 Shogo Sakai                         |    1.53
 Kenji Ishii                         |    1.53
 Hugo Anibal Abad                    |    1.53
 Julio Castillo                      |    1.53
 Quincy Gomes                        |    1.53
 Maurice Chalmers                    |    1.52
 Paul O'Hagan                        |    1.52
 Jose Valentin Calderon              |    1.52
 Tomas Valdez                        |    1.52
 Sani Yidana Kugblie                 |    1.52
 Ladislav Reznicek                   |    1.52
 Jozef Sirotek                       |    1.52
 Rolando Omela                       |    1.52
 Ivan Stupalo                        |    1.52
 Shun Ishibashi                      |    1.52
 Pawel Seliga                        |    1.52
 Leolito Cabilla                     |    1.52
 Frank Castillo                      |    1.52
 Hiroshi Takagi                      |    1.52
 Rey Ramos                           |    1.52
 Ayanda Mthembu                      |    1.52
 Brian Jones                         |    1.52
 Zamir Zekashev                      |    1.52
 Juvenal Ramos                       |    1.52
 Marcus Coney                        |    1.51
 Sean Watson                         |    1.51
 Said Mbelwa                         |    1.51
 Edgar Noyola                        |    1.51
 Jose Luis Calvo                     |    1.51
 Thomas Gifford                      |    1.51
 Marin Balic                         |    1.51
 Joel Dela Cruz                      |    1.51
 Vergel Nebran                       |    1.51
 Ramon Gerardo Medina                |    1.51
 Daikichi Shimizu                    |    1.51
 Tomas Berulashvili                  |    1.51
 Tasif Khan                          |    1.51
 Lungisa Jikani                      |    1.51
 Shintaro Nakamura                   |    1.50
 Felipe Zuniga                       |    1.50
 Jeremy Bougamont                    |    1.50
 Kyung-Suk Kwak                      |    1.50
 Kaishi Shimizu                      |    1.50
 Augustin Malecot                    |    1.50
 Siala Siligia                       |    1.50
 Suriya Chuwatana                    |    1.50
 Tomoya Ikeda                        |    1.50
 Eric Gotay                          |    1.50
 Farhod Oripov                       |    1.50
 Sofian Zandouche                    |    1.50
 Jerwin Mejes                        |    1.50
 Wesam Maqrami                       |    1.50
 Mark Ramirez                        |    1.50
 Marcel Zeller                       |    1.50
 Tommy Tolan                         |    1.50
 Max Heyman                          |    1.50
 Javier Hernandez                    |    1.50
 Sam Cantwell                        |    1.50
 Ali Rami                            |    1.50
 Graham Blay                         |    1.49
 Avisai Palomo                       |    1.49
 Sandro Daniel Leiva                 |    1.49
 Marc Vidal                          |    1.49
 Giodi Scala                         |    1.49
 Thomas Allen                        |    1.49
 Sakeasi Dakua                       |    1.49
 Tamas Bajzath                       |    1.49
 Naoya Sato                          |    1.49
 Rashawn McCain                      |    1.49
 Kyle Oliveira                       |    1.49
 Cesar Elias Benitez                 |    1.49
 Sevak Bagdasaryan                   |    1.49
 Matias Daniel Avila                 |    1.49
 Israel Morales                      |    1.49
 Sam Bowen                           |    1.49
 Saul Mendoza                        |    1.49
 Sueng Kue Park                      |    1.49
 Yoryi Estrella                      |    1.48
 Walter Lina Ordonez                 |    1.48
 Reyes Esqueda                       |    1.48
 Marcel Gottschalk                   |    1.48
 Alexander Acosta                    |    1.48
 Jose Lopez                          |    1.48
 Desson Cagong                       |    1.48
 Kengo Kamaya                        |    1.48
 Lothar Longwitz                     |    1.48
 Erick Deztroyer                     |    1.48
 Hamza Mchanjo                       |    1.48
 Isaac Mireles                       |    1.48
 Daryl Gardner                       |    1.48
 Raymundo Cortez                     |    1.48
 Simon Buhura                        |    1.47
 Jamed Jalarante                     |    1.47
 Ericles Torres Marin                |    1.47
 Zachary Wohlman                     |    1.47
 Ryan Partridge                      |    1.47
 Jonrae Verano                       |    1.47
 Oupa Maimane                        |    1.47
 Raul Geraldo                        |    1.47
 Denchai Por Korbkua                 |    1.47
 Adnan Buharalija                    |    1.47
 Azamat Umarzoda                     |    1.47
 Michael Correa                      |    1.47
 Mikhail Mankiev                     |    1.47
 Nelson Wilfredo Velazco             |    1.47
 Ivan Saracho                        |    1.47
 Rene Marquez                        |    1.46
 Jomar Ministerio                    |    1.46
 Felix Solano                        |    1.46
 Juan Alberto Castro                 |    1.46
 Jesus Lopez                         |    1.46
 Robert Larsen                       |    1.46
 Jayson Nicart                       |    1.46
 Dave Courchaine                     |    1.46
 Satoshi Nakayama                    |    1.46
 Willie Carville                     |    1.46
 John Hutchinson                     |    1.46
 Stone van Aswegen                   |    1.46
 Jose Miguel Castro                  |    1.46
 Daniel Hetmank                      |    1.46
 Vincent Bautista                    |    1.46
 Luis Guadarrama                     |    1.46
 Danny Tampipi                       |    1.46
 Rynell Griffin                      |    1.46
 Alejandro Moreno                    |    1.46
 Vinnie Caruana                      |    1.46
 Tafa Misipati                       |    1.46
 Nicolas Malick Sarouna              |    1.46
 Lewis Ritson                        |    1.46
 Ronerex Dalut                       |    1.46
 Kevin Croom                         |    1.46
 Larry Olubamiwo                     |    1.45
 Alexan Manvelyan                    |    1.45
 Eiichiro Ninomiya                   |    1.45
 Laszlo Szivos                       |    1.45
 Marco Colic                         |    1.45
 Enrique Lopez                       |    1.45
 Yamato Fujinaka                     |    1.45
 Afa Tatupu                          |    1.45
 Hiroki Taniguchi                    |    1.45
 Naoto Fujimoto                      |    1.45
 Victor Raul Capaceta                |    1.45
 Deaneglo Curtis                     |    1.45
 Ahliman Gurbanov                    |    1.45
 Shomari Pumzi                       |    1.45
 Tony Cruise                         |    1.45
 Demsi Manufoe                       |    1.45
 Shunki Sakoda                       |    1.45
 Caleb Grummet                       |    1.45
 Jonathan Leclerc                    |    1.45
 Ramon Carlos Garcia                 |    1.45
 Sylvain Luce                        |    1.45
 William Warburton                   |    1.45
 Teimuraz Avaliani                   |    1.44
 Emiliano Salvini                    |    1.44
 David Bency                         |    1.44
 Paul Hilz                           |    1.44
 Dado Cabintoy                       |    1.44
 Eliezer Gazo                        |    1.44
 Edward Vargas                       |    1.44
 Karel Horejsek                      |    1.44
 Luis Fernando Alvarez               |    1.44
 Miguel Angel Escalada               |    1.44
 Farouk Kabouche                     |    1.44
 Brian Gordon                        |    1.44
 Georgy Divakov                      |    1.44
 Jon Shultz                          |    1.44
 Markus Morris                       |    1.44
 Mxolisi Nombewu                     |    1.44
 Arnel Baconaje                      |    1.44
 Sithembile August                   |    1.44
 Joo-Hyun Jung                       |    1.44
 Alick Mwenda                        |    1.44
 Anthony Abbruzzese                  |    1.44
 Felix Moncada                       |    1.44
 Adrian Zendejas                     |    1.44
 Mick King                           |    1.44
 Zoltan Surman                       |    1.43
 Prince Nurudeen                     |    1.43
 James Phipps                        |    1.43
 Jhon Rey Lausa                      |    1.43
 Kazuma Ishikura                     |    1.43
 Fernando Bustamante                 |    1.43
 Masato Oike                         |    1.43
 Ronni Abreu                         |    1.43
 Jordan Morales                      |    1.43
 Jhonny Pacheco                      |    1.43
 Victor Quezada                      |    1.43
 Jayden Prescod                      |    1.43
 Katsunori Imai                      |    1.43
 Mardie Muana                        |    1.43
 Arnoldo Poblete                     |    1.43
 Tommo Ward                          |    1.43
 Pit Anacaya                         |    1.43
 Ismail Anwar                        |    1.43
 Juan Olivera                        |    1.43
 Ray Lucies                          |    1.43
 Takahisa Nayuki                     |    1.43
 Ron Aubrey                          |    1.42
 Israel Ramirez                      |    1.42
 Denny Lehmann                       |    1.42
 John Green                          |    1.42
 Ruben Traza                         |    1.42
 Gvido Seilis                        |    1.42
 Frantisek Kynkal                    |    1.42
 Richie Behec                        |    1.42
 Bernardo Gomez Uribe                |    1.42
 Fernando Curiel                     |    1.42
 Takahiro Shinoda                    |    1.42
 Mickael Mazzela                     |    1.42
 Sergio Gustavo Reales               |    1.42
 Yoshihito Takahashi                 |    1.42
 Donald Khetsane                     |    1.42
 Rennard Oliver                      |    1.42
 Felipe Ferreira                     |    1.42
 Arthur Cabrera                      |    1.42
 Mwaite Juma                         |    1.42
 Hugo Legros                         |    1.42
 Aaron Bratton                       |    1.41
 Juan Orlando Toloza                 |    1.41
 Michael Dehamnia                    |    1.41
 Juan Carlos Marquez                 |    1.41
 Noel Mejia Rincon                   |    1.41
 Simone Lucas                        |    1.41
 Masatsugu Ito                       |    1.41
 Angel Alberto Panario               |    1.41
 Carlos Candelario                   |    1.41
 Ricardo Hiraman                     |    1.41
 Erasto Roque                        |    1.41
 Lwazi Mvane                         |    1.41
 Steve Kroekel                       |    1.41
 Alexandre Vivares                   |    1.41
 Joe Garcia                          |    1.41
 Alexander Benidze                   |    1.41
 Mahsum Ece                          |    1.41
 Fadhili Mkide                       |    1.41
 Lee Gibbons                         |    1.41
 Alexander Monterrosa                |    1.40
 David Okai                          |    1.40
 Yukitaka Nishida                    |    1.40
 Barry Trotter                       |    1.40
 Angel Garcia                        |    1.40
 Jesus Lopez                         |    1.40
 Ronald Berti                        |    1.40
 Benny Jade Slight                   |    1.40
 Kassim Nduli                        |    1.40
 Shavlego Tsamalaidze                |    1.40
 Jimmy Vallares                      |    1.40
 Robert Dunton                       |    1.40
 Pablo Hernan Curbelo                |    1.40
 Stefano Napolitano                  |    1.40
 Joven Torres                        |    1.40
 Francisco Mendivil                  |    1.39
 Luis Almendarez                     |    1.39
 Damian Trzcinski                    |    1.39
 Christian Fernandez                 |    1.39
 Carlos Zatarain                     |    1.39
 Mandilakhe Sontlaba                 |    1.39
 Moises Rios                         |    1.39
 Giovanni Carpenteri                 |    1.39
 Rafael Sueno                        |    1.39
 Colin Tloubatla                     |    1.39
 Randy Megrino                       |    1.39
 Daniel Martins                      |    1.39
 Diego Perez                         |    1.39
 Angel Monrreal                      |    1.39
 Hengky Baransano                    |    1.39
 Luyanda Jako                        |    1.39
 Ichal Tobida                        |    1.39
 Alejandro Vazquez                   |    1.38
 Christian Solatorio                 |    1.38
 Jimmy Owensby                       |    1.38
 Chris Evangelou                     |    1.38
 Hyuma Fujioka                       |    1.38
 Kiril Psonko                        |    1.38
 Javier Gallegos                     |    1.38
 Felipe Imbilimbo                    |    1.38
 Valentino Mutunda                   |    1.38
 Lance Gauch                         |    1.38
 Turgay Uzun                         |    1.38
 Yugo Ueda                           |    1.38
 Takaaki Maeda                       |    1.38
 Mark Evans                          |    1.38
 Anton Williamson                    |    1.38
 Geroid Clancy                       |    1.38
 Reinis Porozovs                     |    1.38
 Georgie Kean                        |    1.38
 Koji Kase                           |    1.37
 Luis Martinez                       |    1.37
 Yoann Bloyer                        |    1.37
 Juan Quintero                       |    1.37
 Bobby Concepcion                    |    1.37
 Sam Beverly                         |    1.37
 Marc Haupt                          |    1.37
 Daniel Rodriguez                    |    1.37
 Shujaa Keakea                       |    1.37
 Marcos Juarez                       |    1.37
 Robert Ates                         |    1.37
 Eduards Gerasimovs                  |    1.37
 Brayan Santillanes                  |    1.37
 Miguel Angel Bautista               |    1.37
 Luke Keleher                        |    1.37
 Hugo Valdez                         |    1.37
 Marcos Sogabe                       |    1.37
 Jose Ivan Moreno                    |    1.37
 Ismael Serrano                      |    1.37
 Arnel Acebuque                      |    1.37
 Vasilij Sarbayev                    |    1.37
 Javier Cortecero                    |    1.37
 Gennadiy Delisandru                 |    1.37
 Tae Woong Jung                      |    1.37
 Stefano Ciriolo                     |    1.37
 Santiago Gonzales                   |    1.37
 Cesar Dario Heredia                 |    1.37
 Makoto Iitsuka                      |    1.37
 Dionis Martinez                     |    1.37
 Israel Lopez                        |    1.37
 Gyula Bozai                         |    1.37
 Adrian Jimenez                      |    1.36
 Francisco Rivas                     |    1.36
 Kareem Brann                        |    1.36
 Nkosinathi Zwengu                   |    1.36
 Kohei Hasegawa                      |    1.36
 Alexander Canales                   |    1.36
 Keon Johnson                        |    1.36
 Abraham Rubio                       |    1.36
 Kwan Jin Jung                       |    1.36
 Emmanuel Africano                   |    1.36
 Jorge Garcia                        |    1.36
 Jesus Ahumada                       |    1.36
 Il Che                              |    1.36
 Akira Morita                        |    1.36
 Abdalha Muddy                       |    1.36
 Yuki Takemoto                       |    1.36
 Erkan Guec                          |    1.36
 Mika Joensuu                        |    1.36
 Tomas Man                           |    1.36
 Yo Takekawa                         |    1.35
 Mario Alberto Chavez Hernandez      |    1.35
 Hamza Bouaoud                       |    1.35
 Victor Coronado                     |    1.35
 Francisco Reyes                     |    1.35
 Mohammed Hatibu                     |    1.35
 Ernesto Gamez                       |    1.35
 Alfred Romero                       |    1.35
 Sam Hill                            |    1.35
 Panca Silaban                       |    1.35
 Olwethu Ngamlana                    |    1.35
 Kosei Toyoda                        |    1.35
 Eric Cason                          |    1.35
 Tsuyoshi Tojo                       |    1.35
 Hakim Waibale                       |    1.35
 Geovanni Sarran                     |    1.35
 Ion Barsan                          |    1.35
 Ryusuke Tanaka                      |    1.35
 Malibongwe Mntusanto                |    1.34
 Edgar Pulido                        |    1.34
 Hector Fuentes                      |    1.34
 Maximiliano Galindo                 |    1.34
 Shogo Sumitomo                      |    1.34
 Keita Kurihara                      |    1.34
 Josue Garcia                        |    1.34
 Andre Sawyer                        |    1.34
 Robizon Omsarashvili                |    1.34
 Manny Rodriguez                     |    1.34
 Miguel Lopez                        |    1.34
 Donovan Scott                       |    1.34
 Jess Vosseler                       |    1.34
 Muhammad Imam                       |    1.34
 Beau O'Brien                        |    1.34
 Nyelisani Thagambega                |    1.34
 Thomas Jones                        |    1.34
 Lawrence Blakey                     |    1.34
 Yong-Hwan Jun                       |    1.34
 Darren Mallard                      |    1.34
 Dakota Dawson                       |    1.34
 Mlungisi Khoza                      |    1.34
 Rihards Bigis                       |    1.34
 Virgile Degonzaga                   |    1.34
 Mike Miller                         |    1.34
 John Revish                         |    1.34
 Jeven Villacite                     |    1.34
 Jose Luis Vazquez                   |    1.34
 Jesus Altamirano Sanchez            |    1.34
 Bryan Perez                         |    1.34
 Marcus Ffrench                      |    1.34
 Leandro Martin Sevrain              |    1.33
 Vasillios Antoniadis                |    1.33
 Alfredo Abalos                      |    1.33
 Eligio Palacios                     |    1.33
 Daniil Peretyatko                   |    1.33
 Andrew Deleon                       |    1.33
 Samuel Escobar                      |    1.33
 George Kandelaki                    |    1.33
 Ariel Armando Basconcel             |    1.33
 Takushige Sato                      |    1.33
 Lobert Bayo                         |    1.33
 Daniel Adjei Sowah                  |    1.33
 Alvaro Villafuerte                  |    1.33
 Jerome Ministerio                   |    1.33
 Roberto Gutierrez                   |    1.33
 Justo Vallecillo                    |    1.33
 Mark Smith                          |    1.33
 Richard Holmes                      |    1.32
 Edison Berwela                      |    1.32
 Andrei Hramyka                      |    1.32
 Joe Lloyd                           |    1.32
 Jo Jo Galarza                       |    1.32
 Toribio Ramirez                     |    1.32
 Stephen Carroll                     |    1.32
 Boy Jones                           |    1.32
 Juan Carlos Dominguez               |    1.32
 George Watson                       |    1.32
 Savenaca Naliva                     |    1.32
 Alexis Tariba                       |    1.32
 Shaun Ireland                       |    1.32
 Quincy Brown                        |    1.32
 Romon Barber                        |    1.32
 Jeramiah Witherspoon                |    1.32
 Alexis Alejandro Leon               |    1.32
 Pedro Eduardo Saldias               |    1.32
 Joe Hill                            |    1.32
 Anthony Gomez                       |    1.32
 Josef Krivka                        |    1.32
 Adrian Nunez                        |    1.32
 Colin Farricker                     |    1.32
 Krisztian Santa                     |    1.32
 Ezequiel Alberto Tevez              |    1.31
 Marco Antonio Solis                 |    1.31
 Ramon Elizer Esperanza              |    1.31
 Cesar De la Mora                    |    1.31
 Tony Johnson Jr                     |    1.31
 Yhorvis Pacheco                     |    1.31
 Dale Coyne                          |    1.31
 Eduardo Casimiro                    |    1.31
 Shoma Koga                          |    1.31
 Attila Korda                        |    1.31
 Obote Ameme                         |    1.31
 Frankie Garriga                     |    1.31
 Anthony Sullivan                    |    1.31
 Mao Kawanishi                       |    1.31
 Saul Gomez                          |    1.31
 Daniel Jimenez                      |    1.31
 Yo-Han Bae                          |    1.31
 Chester Burton                      |    1.31
 Ruslan Rodivich                     |    1.31
 Lukhanyo Kaptein                    |    1.31
 Jose Fabian Naranjo                 |    1.31
 Charlie Malupangue                  |    1.31
 Earl Platt                          |    1.31
 Zhang Yong                          |    1.31
 Jose L Guzman                       |    1.30
 Tetsuya Yamaguchi                   |    1.30
 Jose Rengifo                        |    1.30
 Ayub Ula                            |    1.30
 Gun Tinular                         |    1.30
 Chris Monaghan                      |    1.30
 Keisuke Arima                       |    1.30
 Tatsuya Kaneko                      |    1.30
 Erick Lopez                         |    1.30
 Victor Rebollo                      |    1.30
 Jeremy Greuillet Janin              |    1.30
 Jermaine Rankin                     |    1.30
 Lance Sheehan                       |    1.30
 Clay Burns                          |    1.30
 Juan Pablo Borbon                   |    1.30
 Artem Shcheglov                     |    1.30
 Ariel Agustin Bustos                |    1.30
 Yoshihisa Yokota                    |    1.30
 Manopnoi Singmanasak                |    1.30
 Rafael Gutierrez                    |    1.30
 Igor Makoedov                       |    1.30
 Magomed Bachaew                     |    1.30
 Adam Jones                          |    1.29
 Javier Balderrama                   |    1.29
 Yuto Hashiguchi                     |    1.29
 Raymundo Crispin                    |    1.29
 Oktay Kivircik                      |    1.29
 Antonio Rodriguez                   |    1.29
 Jose Luis Castillo Jr               |    1.29
 Slobodan Jankovic                   |    1.29
 Bryan Abraham                       |    1.29
 Gonzalo Romero                      |    1.29
 Omar Siala                          |    1.29
 Rob Brown                           |    1.29
 Shinya Ito                          |    1.29
 Jindrich Velecky                    |    1.29
 Aaron Olivares                      |    1.29
 Isaac Salter                        |    1.29
 Joe D'Angelo                        |    1.29
 Hamis Gulaka                        |    1.29
 Adam Ealoms                         |    1.29
 Kenta Yamada                        |    1.28
 Jorge Antonio Lezcano               |    1.28
 Jorge Ibarra                        |    1.28
 Takashi Kagamihara                  |    1.28
 Elly Ray                            |    1.28
 Juan Medina                         |    1.28
 Pedro Ramon Flores                  |    1.28
 Michael Speed Sigarlaki             |    1.28
 Noe Ontiveros                       |    1.28
 Geovanny Lopez                      |    1.28
 Miguel Taveras                      |    1.28
 Osvaldo Cabrera                     |    1.28
 Luis Agustin Diaz                   |    1.28
 Dario Nestor Baigorria              |    1.28
 Trenton Titsworth                   |    1.28
 Katsuhiko Kanno                     |    1.28
 Daniel Moreno                       |    1.28
 Michitaka Umemoto                   |    1.28
 Yoshinobu Arai                      |    1.28
 Rodel Tejares                       |    1.28
 Salvador Avalos                     |    1.28
 Luis Alberto Arrieta                |    1.27
 Shunji Nagata                       |    1.27
 Johannes Pieterson                  |    1.27
 Ricardo Fernandes                   |    1.27
 Gavin Tait                          |    1.27
 Miguel Aleman                       |    1.27
 Joe Gbolo                           |    1.27
 Alibaba Ramadhani                   |    1.27
 Thad Berkhousen                     |    1.27
 Alejandro Bonilla                   |    1.27
 Takayoshi Kurokawa                  |    1.27
 Lawrence Elizondo                   |    1.27
 Daichi Ono                          |    1.27
 Mikheil Khutsishvili                |    1.27
 Istvan Bene                         |    1.27
 Jason Tinampay                      |    1.27
 Takaki Sakurai                      |    1.27
 Jose Arelis Lopez                   |    1.27
 Roody Rene                          |    1.27
 Takuro Habu                         |    1.27
 Ahmet Yazar                         |    1.26
 Laszlo Fazekas                      |    1.26
 Joel Cazeneuve                      |    1.26
 Isaac Carballo                      |    1.26
 Ronald Burchfield                   |    1.26
 Jilo Merlin                         |    1.26
 Gundrick King                       |    1.26
 Keis Ally                           |    1.26
 Jesus Villa                         |    1.26
 Tom Ford                            |    1.26
 Wendell Jorkhu                      |    1.26
 Marcos Randel                       |    1.26
 Philippe Donat                      |    1.26
 Mounir Rkaibi                       |    1.26
 Carlos Rivera                       |    1.26
 Ivan Guerrero                       |    1.25
 Gabriel Antonio Damian Gerez        |    1.25
 Charlis Muwanga                     |    1.25
 Sonny Upton                         |    1.25
 Dante Craig                         |    1.25
 Alejandro Hernandez                 |    1.25
 Andrew Greeley                      |    1.25
 Jamell Tyson                        |    1.25
 Junki Oura                          |    1.25
 Alan Sanchez                        |    1.25
 Martin Javier Molina                |    1.25
 Daniel Smith                        |    1.25
 Kazuki Fukakura                     |    1.25
 Luis Espinosa                       |    1.25
 Eriks Kalasnikovs                   |    1.25
 Marko Angermann                     |    1.25
 Theo Kruger                         |    1.25
 Khayeni Hlungwane                   |    1.25
 Harry Matthews                      |    1.25
 Eddie Tigs                          |    1.25
 Antonio Hernandez                   |    1.24
 Pedro Amigon                        |    1.24
 Takayuki Sakai                      |    1.24
 Derek Potter                        |    1.24
 Antoneo Mercado                     |    1.24
 Lucas Damian Molina                 |    1.24
 Shu Muramatsu                       |    1.24
 Esteban Villalba                    |    1.24
 Oscar Duarte                        |    1.24
 Renato Bovi                         |    1.24
 Armin Mrkanovic                     |    1.24
 Hamadu Mwalimu                      |    1.24
 Lee Boyce                           |    1.24
 Dontre King                         |    1.24
 Edson Mendez                        |    1.24
 Peter Erdos                         |    1.24
 Rastislav Kovac                     |    1.24
 Dale Ludolff                        |    1.24
 Julio Sanchez                       |    1.24
 Jordan Ellison                      |    1.24
 Adel Belhachemi                     |    1.24
 Ali Loto                            |    1.24
 Hatibu Komu                         |    1.24
 Eric Pinero                         |    1.24
 Pedro Gonzalez                      |    1.24
 Daniel Bastien                      |    1.24
 Roberto Fernandez                   |    1.24
 Cristian Narvaez                    |    1.23
 Kiyoshi Uchiumi                     |    1.23
 David Kanalas                       |    1.23
 Nico Ion Lapteacru                  |    1.23
 Chingchai Kiatpracha                |    1.23
 Mark Austin                         |    1.23
 Dane Campbell                       |    1.23
 Miguel Alvarez                      |    1.23
 Miguel Martinez                     |    1.23
 Mario Ivkic                         |    1.23
 Walter Osvaldo Gaston Calvo         |    1.23
 Yuta Imaizumi                       |    1.23
 Aleksei Tsatiasvili                 |    1.23
 Roberto Almazan                     |    1.23
 Armando Cardona                     |    1.23
 Takashi Sakamoto                    |    1.23
 Santiago Flores Jr                  |    1.23
 Liam Conroy                         |    1.23
 Sergio Nahuel Lopez                 |    1.23
 Jose Luis Avalos                    |    1.23
 Chatchai Sithsaithong               |    1.23
 JR Mendoza                          |    1.23
 Antonio Bustamante                  |    1.23
 Michael Rosal                       |    1.22
 Miguel Garcia                       |    1.22
 Omar Reyes                          |    1.22
 Junki Kobayashi                     |    1.22
 Dimitris Motsakos                   |    1.22
 Jason Mifsud                        |    1.22
 Facundo Lionel Flores               |    1.22
 Rowel Garcia                        |    1.22
 Noboru Osato                        |    1.22
 Luthando Mkwini                     |    1.22
 In Kyoo Lee                         |    1.22
 Enrique Quinones                    |    1.22
 Jaime Barcelona                     |    1.22
 Tibor Balogh                        |    1.22
 Kazuma Ejiri                        |    1.22
 Honore Tubane                       |    1.22
 Jose Manuel Ortiz Alvarez           |    1.22
 Gustavo Vera                        |    1.22
 Francisco Hernandez                 |    1.22
 Victor Gonzalez                     |    1.22
 Elmar Francisco                     |    1.22
 Hirohide Murakami                   |    1.21
 Jesus Garza                         |    1.21
 Jonathan Fortuna                    |    1.21
 Ismail Oezen                        |    1.21
 Santos Marimon                      |    1.21
 Joe Lorenzi                         |    1.21
 Gabriel Adoku                       |    1.21
 Daniel Covielles                    |    1.21
 Paata Aduashvili                    |    1.21
 Andranik Mirzoyan                   |    1.21
 Genaro Maximo Gonzalo Demarco       |    1.21
 Daiki Yoshimatsu                    |    1.21
 Toto Lookmuangbangklang             |    1.21
 Faycal Messaoudene                  |    1.21
 Francisco Marimon                   |    1.21
 Andrei Staliarchuk                  |    1.21
 Josh Baillie                        |    1.21
 Leoncio Alejandro Lopez             |    1.21
 Omar Rojas                          |    1.21
 Marco Garcia                        |    1.21
 Abdellah Bakali                     |    1.21
 Fumihiro Ijima                      |    1.21
 Esayas Dagim                        |    1.20
 Travis Hartman                      |    1.20
 Galley Cudjoe                       |    1.20
 Jesus Laguna                        |    1.20
 Damont Giddins                      |    1.20
 Miguel Lozano Castillo              |    1.20
 Eric Govan                          |    1.20
 Faraji Sayuni                       |    1.20
 Omar Vasquez                        |    1.20
 Roberto Horacio Rojas               |    1.20
 Rommel Berwela                      |    1.20
 Ndikho Magadaza                     |    1.20
 Jeramine Huber                      |    1.20
 Akira Shono                         |    1.20
 Yosmani Abreu                       |    1.20
 Miguel Angel Montero                |    1.20
 Tumelo Pedi                         |    1.20
 Mark Sales                          |    1.20
 David Reyes                         |    1.20
 Jasmin Hasic                        |    1.19
 Maxime Roussel                      |    1.19
 Tomoyuki Kaneko                     |    1.19
 Adrian Garcia                       |    1.19
 Sammie Milhouse                     |    1.19
 Jesus Ortega                        |    1.19
 Rex Harris                          |    1.19
 Kazuya Soma                         |    1.19
 Luca Rigoldi                        |    1.19
 Juan Carlos Rodriguez               |    1.19
 Furaha Mapepe                       |    1.19
 Jerome Davis                        |    1.19
 Ruka Shobu                          |    1.19
 Juan Manuel Dominguez Silva         |    1.19
 Julio Quintana                      |    1.19
 Carlos Chaves                       |    1.19
 Yudai Ueno                          |    1.19
 Yauheni Kruhlik                     |    1.19
 Yu Kinjo                            |    1.19
 Stevie Quinn Jr                     |    1.19
 Marijus Kravcuk                     |    1.19
 Sam Promonee                        |    1.19
 Adam Latovic                        |    1.19
 Tony Thompson                       |    1.19
 Masami Moriizumi                    |    1.18
 Kevin Bertogal                      |    1.18
 Mohamed Barka                       |    1.18
 Rollin Williams                     |    1.18
 Dexter Dimaculangan                 |    1.18
 Stephen Watt                        |    1.18
 Juan Daniel Acosta                  |    1.18
 John Ray Logatiman                  |    1.18
 Ryan Peleguer                       |    1.18
 Mawe Chisola                        |    1.18
 Alejandro Telechea                  |    1.18
 Takuya Fujioka                      |    1.18
 Ally Bugingo                        |    1.18
 Wilbert Madriaga                    |    1.18
 Jonathan Coronado                   |    1.18
 Malani Kayuni                       |    1.18
 David Kotey                         |    1.18
 Bairon Rostran                      |    1.18
 Will Young                          |    1.18
 Xu Que                              |    1.18
 Cesar Sustaita                      |    1.18
 Angelo Turco                        |    1.17
 Tamas Toth                          |    1.17
 Felix Mwangosi                      |    1.17
 Yasumasa Eguchi                     |    1.17
 Moon Sun Jung                       |    1.17
 Yuki Honna                          |    1.17
 Phillip Holding                     |    1.17
 Gerardo Sandoval                    |    1.17
 Masahiro Ouchi                      |    1.17
 Shoichi Eiraku                      |    1.17
 Yamato Nakagawa                     |    1.17
 Daniel Cuevas                       |    1.17
 Csaba Faur                          |    1.17
 Sibusiso Khumalo                    |    1.17
 Wataru Hosokawa                     |    1.17
 Richard Barclay                     |    1.17
 Arturo Santiago                     |    1.17
 Oscar Gonzalez                      |    1.17
 Nuwan Jayakody                      |    1.17
 Marlon Farr                         |    1.17
 Jesus Magana                        |    1.17
 Manuel Vignoli                      |    1.17
 Henry Wells                         |    1.17
 Mohamed Toubal                      |    1.17
 Javier Lopez                        |    1.17
 Juan Jose Higuera                   |    1.17
 Alan Donnellan                      |    1.17
 Chris Jenkinson                     |    1.17
 Rick Graham                         |    1.17
 Ronald Rodriguez                    |    1.17
 Tommy Ray                           |    1.16
 Carlos Alberto Camarillo            |    1.16
 Renan Ruiz                          |    1.16
 Adolfo Ramos                        |    1.16
 Alfredo Ramirez                     |    1.16
 Salsa Iwabuchi                      |    1.16
 Vinzenz Kuech                       |    1.16
 Luis Garcia                         |    1.16
 Six Bruno                           |    1.16
 Keattisak Tor Chalermchai           |    1.16
 Pedro Ruben Carrillo                |    1.16
 Victor Daniel Cordero               |    1.16
 Sacky Shipanga                      |    1.16
 Misael Zeledon                      |    1.16
 Jesse Uhde                          |    1.16
 Edwin Reyes                         |    1.15
 George Epison                       |    1.15
 Briam Granado                       |    1.15
 Ryota Shimizu                       |    1.15
 Anos Temfuma                        |    1.15
 Joseph Akhahonya                    |    1.15
 Gianpietro Marceddu                 |    1.15
 Arief Blader                        |    1.15
 David Vargas                        |    1.15
 Ian Halsall                         |    1.15
